Asset #,Project Number,Project Name,Location,Property Type,Beds/Rooms/Units,Acres,Square Feet,Stories,Year Built / Renovated,Asset Mgr,Start,Draft,Final,Immediate,Short Term,Capital Reserve,PCA,PCA Cost,ESA,ESA Cost,PML,PML Cost,# of Docs,Client,Portfolio,Vendor,Link,"","","","","",""
21-326713.71,21-326713.71,Biomat,"219 South Jackson Street, Edinburg, TX 78539",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359734,,,,,,
21-326713.72,21-326713.72,Biomat,"500 North Carolina Drive, El Paso, TX 79915",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359735,,,,,,
21-326713.73,21-326713.73,Talecris,"325 East Main Street, Lafayette, LA 70501",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359736,,,,,,
21-326713.74,21-326713.74,Talecris,"3511 Desiard Street, Monroe, LA 71203",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359737,,,,,,
21-326713.75,21-326713.75,Biomat,"501 North 900 East, Provo, UT 84606",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359738,,,,,,
21-326713.76,21-326713.76,Biomat,"630 West North Temple, Salt Lake City, UT 84116",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359739,,,,,,
21-326713.77,21-326713.77,Talecris,"1910 Suburban Avenue, St. Paul, MN 55119",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359740,,,,,,
21-326713.78,21-326713.78,Talecris,"601 Dorr Street, Toledo, OH 43604",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359741,,,,,,
21-326713.79,21-326713.79,Biomat,"1309 East Red River Street, Victoria, TX 77901",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359742,,,,,,
21-326713.80,21-326713.80,Kedrion,"818 Martin Road, Amarillo, TX 79107",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359743,,,,,,
21-326713.81,21-326713.81,Kedrion,"8989 Forest Lane, Dallas, TX 75243",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359744,,,,,,
21-326713.82,21-326713.82,Kedrion,"1341 West University Boulevard, Odessa, TX 79764",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359745,,,,,,
21-326713.83,21-326713.83,Kedrion,"9025 Mansfield Road, Shreveport, LA 71118",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359746,,,,,,
21-326713.85,21-326713.85,Octapharma,"3644 Avenue of the Cities, Moline, IL 61265",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359747,,,,,,
21-326713.86,21-326713.86,Octapharma,"907 North Hillside, Wichita, KS 67214",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359748,,,,,,
21-326713.87,21-326713.87,Kedrion,"1805 Dalton Pike South East, Cleveland, TN 37311",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359749,,,,,,
21-326713.84,21-326713.84,Octapharma,"8602 West Brown Deer Road, Milwaukee, WI 53224",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359943,,,,,,
21-326713.89,21-326713.89,CSL Plasma,"1800 Parmer Lane, Austin, TX 78754",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360754,,,,,,
21-326713.90,21-326713.90,CSL Plasma,"422 Wilson Street, Brewer, ME 04412",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360755,,,,,,
21-326713.91,21-326713.91,CSL Plasma,"1401 Washington, Suite A, Brownsville, TX 78520",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360756,,,,,,
21-326713.92,21-326713.92,CSL Plasma,"2837 South Westmoreland, Dallas, TX 75233",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360757,,,,,,
21-326713.93,21-326713.93,CSL Plasma,"101 11th Street, Douglas, AZ 85607",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360758,,,,,,
21-326713.94,21-326713.94,CSL Plasma,"603 Ed Carey Drive, Harlingen, TX 78550",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360759,,,,,,
21-326713.95,21-326713.95,CSL Plasma,"512 West Mowry Drive, Homestead, FL 33030",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360760,,,,,,
21-326713.96,21-326713.96,CSL Plasma,"3835 Northbrook Drive, Jackson, MS 39206",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360761,,,,,,
21-326713.97,21-326713.97,CSL Plasma,"5000 Norwood Avenue, Suite 8-15, Jacksonville, FL 32208",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360762,,,,,,
21-326713.99,21-326713.99,CSL Plasma,"3220 South Nellis, Las Vegas, NV 89121",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360764,,,,,,
21-326713.100,21-326713.100,CSL Plasma,"4150 North Las Vegas Boulevard, Las Vegas, NV 89115",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360765,,,,,,
21-326713.102,21-326713.102,CSL Plasma,"471 Route 38 West, Maple Shade, NJ 8052",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360767,,,,,,
21-326713.103,21-326713.103,CSL Plasma,"1321 South Madison Street, Muncie, IN 47302",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360768,,,,,,
21-326713.104,21-326713.104,CSL Plasma,"1330 East State Highway 152, Mustang, OK 73064",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360769,,,,,,
21-326713.105,21-326713.105,CSL Plasma,"5500 Lakeside Avenue, Richmond, VA 23228",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360770,,,,,,
21-326713.106,21-326713.106,CSL Plasma,"2904 11th Street, Rock Island, IL 61201",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360771,,,,,,
21-326713.107,21-326713.107,CSL Plasma,"702 South Thompson, Springdale, AR 72764",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360772,,,,,,
21-326713.108,21-326713.108,CSL Plasma,"2035 South Reynolds Road, Toledo, OH 43614",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360773,,,,,,
21-326713.109,21-326713.109,CSL Plasma,"5845 North West 50th Street, Warr Acres, OK 73122",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360774,,,,,,
21-326713.110,21-326713.110,CSL Plasma,"701 South International Boulevard, Weslaco, TX 78596",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360775,,,,,,
21-326713.111,21-326713.111,CSL Plasma,"34500 Ford Road, Westland, MI 48185",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360776,,,,,,
21-326713.114,21-326713.114,Biomat,"336 East 2nd Street, Calexico, CA 92231",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360778,,,,,,
21-326713.115,21-326713.115,Biomat,"219 South Jackson Street, Edinburg, TX 78539",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360779,,,,,,
21-326713.116,21-326713.116,Biomat,"500 North Carolina Drive, El Paso, TX 79915",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360780,,,,,,
21-326713.117,21-326713.117,Talecris,"325 East Main Street, Lafayette, LA 70501",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360781,,,,,,
21-326713.118,21-326713.118,Talecris,"3511 Desiard Street, Monroe, LA 71203",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360782,,,,,,
21-326713.119,21-326713.119,Biomat,"501 North 900 East, Provo, UT 84606",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360783,,,,,,
21-326713.120,21-326713.120,Biomat,"630 West North Temple, Salt Lake City, UT 84116",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360784,,,,,,
21-326713.121,21-326713.121,Talecris,"1910 Suburban Avenue, St. Paul, MN 55119",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360785,,,,,,
21-326713.122,21-326713.122,Talecris,"601 Dorr Street, Toledo, OH 43604",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360786,,,,,,
21-326713.123,21-326713.123,Biomat,"1309 East Red River Street, Victoria, TX 77901",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360787,,,,,,
21-326713.124,21-326713.124,Kedrion,"818 Martin Road, Amarillo, TX 79107",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360788,,,,,,
21-326713.125,21-326713.125,Kedrion,"8989 Forest Lane, Dallas, TX 75243",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360789,,,,,,
21-326713.126,21-326713.126,Kedrion,"1341 West University Boulevard, Odessa, TX 79764",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360790,,,,,,
21-326713.127,21-326713.127,Kedrion,"9025 Mansfield Road, Shreveport, LA 71118",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360791,,,,,,
21-326713.128,21-326713.128,Octapharma,"8602 West Brown Deer Road, Milwaukee, WI 53224",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360792,,,,,,
21-326713.129,21-326713.129,Octapharma,"3644 Avenue of the Cities, Moline, IL 61265",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360793,,,,,,
21-326713.130,21-326713.130,Octapharma,"907 North Hillside, Wichita, KS 67214",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360794,,,,,,
21-326713.131,21-326713.131,Kedrion,"1805 Dalton Pike South East, Cleveland, TN 37311",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360795,,,,,,
21-326713.132,21-326713.132,Kedrion,"3780 South Nova Road, Port Orange, FL 32129",Retail,"",0,0,"","",,"August 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/360796,,,,,,
21-322552.55,21-322552.55,Dollar General,"410 7th East Avenue, REDFIELD, SD 57469",Retail,"",0,0,"","",,"August 05, 2021",,"September 10, 2021",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/352572,,,,,,
21-332619.1,21-332619.1,USA2GO,"400 West Ann Arbor Road, PLYMOUTH, MI 48170",Retail,"",2,0,"","",,"August 24, 2021","September 15, 2021","October 29, 2021",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/358633,,,,,,
21-330908.1,21-330908.1,Northern Tool & Equipment - Kannapolis,"3363 Cloverleaf Parkway NE, KANNAPOLIS, NC 28083",Retail,"","","24,302",1,1998,,"August 18, 2021","September 16, 2021","October 27, 2021","$215,067.00",$0.00,"$99,500.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356705,,,,,,
21-330908.2,21-330908.2,Northern Tool & Equipment,"3363 Cloverleaf Parkway NE, KANNAPOLIS, NC 28083",Retail,"",2.5,"","","",,"August 25, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/359077,,,,,,
21-330300.1,21-330300.1,Cabela's - Dundee,"110 Cabelas Boulevard East, DUNDEE, MI 48131","Retail, office, industrial","","","223,659","One, plus partial mezzanines",2000,,"August 18, 2021","September 09, 2021","October 13, 2021","$806,200.00",$0.00,"$1,989,050.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356532,,,,,,
21-330300.2,21-330300.2,Cabela's - Dundee,"110 Cabelas Boulevard East, DUNDEE, MI 48131",Retail,"",0,0,"","",,"August 18, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356533,,,,,,
21-330300.3,21-330300.3,Cabela's - Dundee,"110 Cabelas Boulevard East, DUNDEE, MI 48131",Retail,"",0,0,"","",,"August 18, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356534,,,,,,
21-315126.6,21-315126.6,Tractor Supply - Mount Olive,"1295 Breazeale Avenue, MOUNT OLIVE, NC 28365",Retail,"","","23,060",One,2021,,"August 18, 2021","September 08, 2021","November 01, 2021","$1,000.00",$0.00,"$40,500.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356582,,,,,,
21-329677.1,21-329677.1,The Children's Courtyard,"16427 Sierra Lakes Parkway, Fontana, CA 92336",Daycare,None present,"","11,362",1,2019,,"August 17, 2021","September 07, 2021","September 22, 2021","$81,950.00",$0.00,"$25,450.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356176,,,,,,
21-329677.2,21-329677.2,The Children's Courtyard,"16427 Sierra Lakes Parkway, FONTANA, CA 92336",Hospitality,"",1.2,"","","",,"August 17, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356178,,,,,,
21-329677.3,21-329677.3,The Children's Courtyard,"16427 Sierra Lakes Parkway, FONTANA, CA 92336",Hospitality,"",1.2,"","","",,"August 17, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/356180,,,,,,
21-333028.1,21-333028.1,La Petite Academy,"10900 Nichols Blvd, OLIVE BRANCH, MS 38654",Hospitality,"",0,"","","",,"August 20, 2021","September 07, 2021",,,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/357356,,,,,,
21-329817.1,21-329817.1,La Petite Academy - Kansas City,"9071 NE 81st Terrace, KANSAS CITY, MO 64158",School,"",2,"11,400",One,2011,,"August 13, 2021","September 02, 2021","March 04, 2022",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/355175,,,,,,
21-329817.2,21-329817.2,La Petite Academy - Kansas City,"9071 NE 81st Terrace, KANSAS CITY, MO 64158",Other,"",0,0,"","",,"August 13, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/355176,,,,,,
21-329817.3,21-329817.3,La Petite Academy - Kansas City,"9071 NE 81st Terrace, KANSAS CITY, MO 64158",Hospitality,"",0,0,"","",,"August 13, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/355177,,,,,,
21-329817.4,21-329817.4,La Petite Academy - Kansas City,"9071 NE 81st Terrace, KANSAS CITY, MO 64158",Hospitality,"",0,0,"","",,"August 13, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/355180,,,,,,
21-330737.1,21-330737.1,Family Dollar - Baxter Springs,"1610 Military Avenue, BAXTER SPRINGS, KS 66713","Retail, office, industrial","","","11,143",1,2021,,"August 10, 2021","August 31, 2021","November 04, 2021","$1,750.00",$0.00,"$29,774.00",x,,x,,,,8,Realty Income Corporation,,,https://www.SiteLynx.net/projects/354138,,,,,,
21-315126.5,21-315126.5,Tractor Supply - Moyock,"166 Caratoke Highway, Moyock, North Carolina",Retail,"","","19,155",1,2021,,"August 03, 2021","August 23, 2021","October 13, 2021","$16,750.00",$0.00,"$25,500.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351695,,,,,,
21-326340.1,21-326340.1,Kohl's - Morton Grove,"6931 Dempster Street, MORTON GROVE, IL 60053",Retail,"",1.8,"55,289","",2020,,"August 02, 2021","September 16, 2021","September 18, 2021","$3,700.00",$0.00,"$25,300.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351184,,,,,,
21-326340.2,21-326340.2,Kohl's - Morton Grove,"6931 Dempster Street, MORTON GROVE, IL 60053",Retail,"",1.8,"","","",,"August 02, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351185,,,,,,
21-326340.3,21-326340.3,Kohl's - Morton Grove,"6931 Dempster Street, MORTON GROVE, IL 60053",Retail,"",1.8,"","","",,"August 02, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351191,,,,,,
21-325309.7,21-325309.7,Family Dollar - Eupora,"1960 Veterans Memorial Boulevard, EUPORA, MS 39744",Retail,Not applicable,"","15,657",1,1972,,"July 28, 2021","August 18, 2021","September 08, 2021","$16,516.80",$0.00,"$33,183.60",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/350123,,,,,,
21-330443.1,21-330443.1,Tractor Supply - Anderson,"1945 Marx Way, Anderson CA",Retail,"","",0,"",2015,,"August 03, 2021","August 19, 2021","October 13, 2021","$1,000.00",$0.00,"$66,120.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351680,,,,,,
21-330443.2,21-330443.2,Tractor Supply - Anderson,"1945 Marx Way, ANDERSON, CA 96007",Retail,"",0,0,"","",,"August 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351682,,,,,,
21-330443.3,21-330443.3,Tractor Supply - Anderson,"1945 Marx Way, ANDERSON, CA 96007",Retail,"",0,0,"","",,"August 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/351684,,,,,,
21-326416.118,21-326416.118,Caliber Collision,"1956, 2011, & 2013 Walbert Avenue, ALLENTOWN, PA 18104",Retail,"",0,0,"","",,"August 06, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/353167,,,,,,
21-326416.119,21-326416.119,Caliber Collision,"101 Ann Avenue, Essex, MD 21221",Retail,"",0,0,"","",,"August 06, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/353170,,,,,,
21-326416.120,21-326416.120,Caliber Collision,"3245 Boulevard, COLONIAL HEIGHTS, VA 23834",Retail,"",0,0,"","",,"August 06, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/353171,,,,,,
21-326416.121,21-326416.121,Caliber Collision,"1003 North King Street, Hampton, VA 23669",Retail,"",0,0,"","",,"August 06, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/353172,,,,,,
21-326416.122,21-326416.122,Caliber Collision,"736 Grove Road, Midlothian, VA 23114",Retail,"",0,0,"","",,"August 06, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/353173,,,,,,
21-315767.71,21-315767.71,Midwest Eye Consultants,"935 West Main Street, Peru, IN 46970",Retail,"",0,0,"","",,"August 11, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/354533,,,,,,
21-325319.4,21-325319.4,Family Dollar - Blessing,"596 FM 616, BLESSING, TX 77419",Retail,"","","10,500",1,2021,,"July 20, 2021","August 10, 2021","September 14, 2021","$1,000.00",$0.00,"$6,500.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/347439,,,,,,
21-322963.93,21-322963.93,"Project Scranton - Santiago De Los Caballeros, Lot 37","Santiago De Los Caballeros, Lot 37, PONCE, PR, Ponce 00716",Retail,"",0,0,"","",,"July 21, 2021",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/348102,,,,,,
21-323268.2,21-323268.2,Family Dollar Portfolio (4 Units - SHOP),"52 W K-4 highway, HOISINGTON, KS 67544",Retail,"","","10,578",one,2021,,"July 01, 2021","July 26, 2021","October 13, 2021",$0.00,$0.00,"$19,000.00",x,,x,,,,4,Realty Income Corporation,Family Dollar-Dollar Tree 4 Property Portfolio,,https://www.SiteLynx.net/projects/341263,,,,,,
